,file,path,chain_id,n_residues,n_atoms
1515,6spg_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7unu_B/6spg_B.cif,B,117,2495
1516,7unv_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7unu_B/7unv_B.cif,B,117,2495
1517,7oyb_81.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7oyb_81/7oyb_81.cif,81,150,3199
1518,7oya_81.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7oyb_81/7oya_81.cif,81,158,3363
1519,6i9r_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8qsj_A/6i9r_A.cif,A,1501,31875
1520,8qsj_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8qsj_A/8qsj_A.cif,A,1418,30108
1521,7qi4_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8qsj_A/7qi4_A.cif,A,1558,49871
1522,6ft6_2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6ft6_2/6ft6_2.cif,2,162,3441
1523,1j1u_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1j1u_B/1j1u_B.cif,B,74,1578
1524,4kzz_j.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/4kzz_j.cif,j,75,1607
1525,6ybv_w.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6ybv_w.cif,w,75,1604
1526,7syr_i.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7syr_i.cif,i,75,1604
1527,7qp7_w.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7qp7_w.cif,w,75,1604
1528,6y57_B4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6y57_B4.cif,B4,75,1604
1529,7syv_i.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7syv_i.cif,i,75,1604
1530,7ucj_2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7ucj_2.cif,2,72,1552
1531,7syt_i.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7syt_i.cif,i,75,1604
1532,8br8_Lu.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8br8_Lu.cif,Lu,57,1221
1533,6hcq_33.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6hcq_33.cif,33,75,1604
1534,7qp6_w.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7qp6_w.cif,w,75,1604
1535,7ls1_n2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7ls1_n2.cif,n2,75,1604
1536,7sys_i.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7sys_i.cif,i,75,1604
1537,7cpu_S6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7cpu_S6.cif,S6,75,1604
1538,8btr_u.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8btr_u.cif,u,75,1604
1539,5k0y_N.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/5k0y_N.cif,N,75,1604
1540,7syu_i.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7syu_i.cif,i,75,1604
1541,7uck_2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7uck_2.cif,2,72,1552
1542,8oz0_y.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8oz0_y.cif,y,75,1604
1543,8p09_1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8p09_1.cif,1,75,1617
1544,7tql_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7tql_3.cif,3,75,1607
1545,5t2c_An.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/5t2c_An.cif,An,75,1604
1546,7syw_i.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7syw_i.cif,i,75,1604
1547,6fec_N.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6fec_N.cif,N,75,1604
1548,6yam_1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6yam_1.cif,1,75,1614
1549,6hcj_33.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6hcj_33.cif,33,75,1604
1550,6zmw_w.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6zmw_w.cif,w,75,1604
1551,8bsi_Lu.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8bsi_Lu.cif,Lu,75,1604
1552,8p03_1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8p03_1.cif,1,75,1614
1553,6yan_1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6yan_1.cif,1,75,1614
1554,8bsj_v.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8bsj_v.cif,v,75,1604
1555,4ug0_S6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/4ug0_S6.cif,S6,75,1604
1556,7syx_i.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7syx_i.cif,i,75,1604
1557,8bsj_u.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8bsj_u.cif,u,75,1604
1558,7qvp_B5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7qvp_B5.cif,B5,75,1604
1559,6yal_1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6yal_1.cif,1,75,1614
1560,7cpv_S6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7cpv_S6.cif,S6,75,1604
1561,8ppl_Iw.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8ppl_Iw.cif,Iw,75,1624
1562,7ls2_n2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/7ls2_n2.cif,n2,75,1604
1563,4v6x_BC.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/4v6x_BC.cif,BC,75,1604
1564,6qzp_S6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/6qzp_S6.cif,S6,75,1604
1565,8btd_u.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7uck_2/8btd_u.cif,u,75,1604
1566,5fk4_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5fk4_A/5fk4_A.cif,A,93,2005
1567,7tm3_q.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7tut_q/7tm3_q.cif,q,76,2439
1568,7tut_q.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7tut_q/7tut_q.cif,q,76,2439
1569,4v7h_AA.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/4v7h_AA/4v7h_AA.cif,AA,1761,37458
1570,3j9z_LA.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3j9z_LA/3j9z_LA.cif,LA,2904,62333
1571,6t7t_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6t7t_7/6t7t_6.cif,6,76,1616
1572,6t83_8.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6t7t_7/6t83_8.cif,8,76,1616
1573,6t7t_7.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6t7t_7/6t7t_7.cif,7,76,1616
1574,6t83_6b.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6t7t_7/6t83_6b.cif,6b,76,1616
1575,8ipb_TB.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8ipb_TB/8ipb_TB.cif,TB,120,2561
1576,8jiv_Ab.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8ipb_TB/8jiv_Ab.cif,Ab,119,2541
1577,8ip8_TB.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8ipb_TB/8ip8_TB.cif,TB,120,2561
1578,8ipa_TB.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8ipb_TB/8ipa_TB.cif,TB,120,2561
1579,4v7e_Ab.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8ipb_TB/4v7e_Ab.cif,Ab,120,2561
1580,7obr_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7nfx_5/7obr_5.cif,5,3493,74854
1581,7nfx_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7nfx_5/7nfx_5.cif,5,3493,74854
1582,5mmm_a.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5mmj_a/5mmm_a.cif,a,1484,31868
1583,5mmj_a.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5mmj_a/5mmj_a.cif,a,1484,31868
1584,5x8r_a.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5mmj_a/5x8r_a.cif,a,1480,31777
1585,5x8p_a.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5mmj_a/5x8p_a.cif,a,1480,31777
1586,6eri_BA.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5mmj_a/6eri_BA.cif,BA,1481,31806
1587,7dco_H.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwo_H/7dco_H.cif,H,169,3566
1588,5zwo_H.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwo_H/5zwo_H.cif,H,150,3169
1589,8a98_S1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5osg_2/8a98_S1.cif,S1,1727,36928
1590,5t2a_2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5osg_2/5t2a_2.cif,2,1814,38724
1591,6az1_1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5osg_2/6az1_1.cif,1,1760,37613
1592,8a3w_S1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5osg_2/8a3w_S1.cif,S1,1663,35569
1593,5osg_2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5osg_2/5osg_2.cif,2,88,1841
1594,6j6g_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/6j6g_D.cif,D,179,3795
1595,5y88_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5y88_B.cif,B,117,2465
1596,5wsg_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5wsg_D.cif,D,117,2465
1597,5lqw_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5lqw_5.cif,5,141,2999
1598,5gan_U.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5gan_U.cif,U,141,2999
1599,5mq0_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5mq0_5.cif,5,141,2999
1600,5gap_U.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5gap_U.cif,U,20,414
1601,5zwm_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5zwm_B.cif,B,175,3715
1602,5gm6_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5gm6_D.cif,D,117,2465
1603,5ylz_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5ylz_B.cif,B,117,2465
1604,6exn_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/6exn_5.cif,5,171,3626
1605,7b9v_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/7b9v_5.cif,5,178,3777
1606,5zwo_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5zwo_B.cif,B,175,3677
1607,5gmk_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5gmk_D.cif,D,117,2465
1608,5gam_U.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5gam_U.cif,U,141,2999
1609,6j6n_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/6j6n_D.cif,D,179,3795
1610,5lj3_U.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5lj3_U.cif,U,141,2999
1611,5mps_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5mps_5.cif,5,141,2999
1612,6j6q_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/6j6q_D.cif,D,179,3795
1613,6j6h_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/6j6h_D.cif,D,179,3795
1614,7dco_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/7dco_B.cif,B,179,3795
1615,6bk8_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/6bk8_5.cif,5,103,2173
1616,3jcm_F.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/3jcm_F.cif,F,113,2385
1617,5nrl_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5zwm_B/5nrl_5.cif,5,170,3615
1618,3jcr_H.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3jcr_H/3jcr_H.cif,H,63,63
1619,5wwt_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5wwt_D/5wwt_D.cif,D,71,1516
1620,5wwr_C.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5wwt_D/5wwr_C.cif,C,72,1536
1621,5wwr_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5wwt_D/5wwr_D.cif,D,72,1536
1622,5wwt_C.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5wwt_D/5wwt_C.cif,C,72,1536
1623,5wws_C.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5wwt_D/5wws_C.cif,C,72,1536
1624,5wws_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5wwt_D/5wws_D.cif,D,71,1516
1625,7qi5_Ax.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7qi4_Ax/7qi5_Ax.cif,Ax,70,2233
1626,7qi4_Ax.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7qi4_Ax/7qi4_Ax.cif,Ax,70,2233
1627,3j7a_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3j7a_A/3j7a_A.cif,A,1608,34277
1628,6okk_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3j7a_A/6okk_A.cif,A,1608,34277
1629,8a98_7.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6az3_7/8a98_7.cif,7,160,3399
1630,6az3_7.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6az3_7/6az3_7.cif,7,163,3465
1631,3jcs_7.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6az3_7/3jcs_7.cif,7,154,3280
1632,8a3w_7.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6az3_7/8a3w_7.cif,7,163,3463
1633,8pk0_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8pk0_A/8pk0_A.cif,A,1423,30199
1634,8qo4_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8qo4_A/8qo4_A.cif,A,156,3314
1635,8uym_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8qo4_A/8uym_A.cif,A,135,4324
1636,8uyk_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8qo4_A/8uyk_A.cif,A,135,4324
1637,8uyl_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8qo4_A/8uyl_A.cif,A,135,4324
1638,3w1k_J.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3w1k_I/3w1k_J.cif,J,92,1957
1639,3w1k_I.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3w1k_I/3w1k_I.cif,I,92,1957
1640,3w1k_H.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3w1k_I/3w1k_H.cif,H,92,1957
1641,3w1k_F.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3w1k_I/3w1k_F.cif,F,92,1957
1642,3w1k_G.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/3w1k_I/3w1k_G.cif,G,92,1957
1643,4w92_C.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/4w92_C/4w92_C.cif,C,96,2033
1644,4w90_C.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/4w92_C/4w90_C.cif,C,101,2146
1645,7r72_1.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7r72_1/7r72_1.cif,1,641,13716
1646,5lzy_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzy_3.cif,3,75,1593
1647,3jag_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/3jag_3.cif,3,75,1593
1648,5lzy_2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzy_2.cif,2,75,1593
1649,5lzx_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzx_3.cif,3,75,1593
1650,5lzz_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzz_3.cif,3,75,1593
1651,3jah_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/3jah_3.cif,3,75,1593
1652,5lzv_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzv_3.cif,3,75,1593
1653,8scb_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/8scb_3.cif,3,75,1593
1654,5lzt_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzt_3.cif,3,75,1593
1655,6mtb_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/6mtb_4.cif,4,75,1593
1656,5lzu_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzu_3.cif,3,75,1593
1657,5lzw_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzw_3.cif,3,75,1593
1658,3jai_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/3jai_3.cif,3,75,1593
1659,5lzs_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/5lzs_3.cif,3,75,1593
1660,6mtc_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5lzw_3/6mtc_4.cif,4,75,1593
1661,6tqo_R.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6tqn_R/6tqo_R.cif,R,45,955
1662,6tqn_R.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6tqn_R/6tqn_R.cif,R,45,955
1663,6xyw_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/6xyw_3/6xyw_3.cif,3,118,2513
1664,5fkd_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5fkd_A/5fkd_A.cif,A,94,2030
1665,2pxb_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/2pxb_B/2pxb_B.cif,B,49,1052
1666,7pwg_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7pwg_3/7pwg_3.cif,3,117,2501
1667,7pwo_3.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7pwg_3/7pwo_3.cif,3,117,2501
1668,7sfr_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7sfr_B.cif,B,115,2458
1669,7mt2_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7mt2_B.cif,B,115,2458
1670,7msz_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7msz_B.cif,B,115,2458
1671,7msc_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7msc_B.cif,B,115,2458
1672,7mt3_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7mt3_B.cif,B,115,2458
1673,7mt7_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7mt7_B.cif,B,115,2458
1674,5v93_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/5v93_B.cif,B,115,2458
1675,7msh_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7msh_B.cif,B,115,2458
1676,5v7q_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/5v7q_B.cif,B,115,2458
1677,7kgb_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7kgb_B.cif,B,115,2458
1678,7f0d_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7f0d_B.cif,B,115,2458
1679,7msm_B.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7msh_B/7msm_B.cif,B,115,2458
1680,7qr3_C.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7qr3_D/7qr3_C.cif,C,69,1462
1681,7qr3_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/7qr3_D/7qr3_D.cif,D,69,1462
1682,8fmw_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/8fmw_A/8fmw_A.cif,A,1529,32780
1683,1vq6_0.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1vq6_0.cif,0,2754,59021
1684,1q86_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1q86_A.cif,A,2754,59017
1685,1k9m_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1k9m_A.cif,A,2754,59017
1686,1vq4_0.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1vq4_0.cif,0,2754,59021
1687,1vqk_0.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1vqk_0.cif,0,2754,59021
1688,1vqp_0.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1vqp_0.cif,0,2754,59021
1689,1vqo_0.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1vqo_0.cif,0,2754,59021
1690,1q7y_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1q7y_A.cif,A,2754,59017
1691,1q82_A.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1q82_A.cif,A,2754,59017
1692,1vqm_0.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/1vqm_0.cif,0,2754,59021
1693,3ow2_0.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/1vq7_0/3ow2_0.cif,0,2754,59016
